#python metaPathwayMap/scripts/metaPathwayMap.py -pwy static/databases/PlantCyc/pathways.dat.cid.all -canopus static/tmp/canopus_summary_adducts.tsv -jaccard 0.7 -log static/tmp/log2.out
#ExptID	CANOPUS_MostSpecific	MetaboliteMatch	Jaccard	MetabolitesPathway
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-5788|indole-3-acetate_inactivation_V	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-5784|indole-3-acetate_inactivation_VIII	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-581|indole-3-acetate_biosynthesis_II	Component-78
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-5797|indole-3-acetate_inactivation_VI	Component-78
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-1961|indole-3-acetate_inactivation_I	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-6066|IAA_biosynthesis_VII	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-6303|methyl_indole-3-acetate_interconversion	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY0A-6303|methyl_indole-3-acetate_interconversion	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-1822|indole-3-acetate_activation_I	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-1962|indole-3-acetate_inactivation_II	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-2021|indole-3-acetate_inactivation_IV	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-6219|indole-3-acetate_inactivation_VIII	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-1782|superpathway_of_indole-3-acetate_conjugate_biosynthesis	Component-226
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWYDQC-4|indole-3-acetate_biosynthesis_I	Component-78
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWYQT-4476|indole_glucosinolate_activation_(herbivore_attack)	Component-244
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-3181|L-tryptophan_degradation_VI_(via_tryptamine)	Component-78
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-1921|indole-3-acetate_activation_II	Component-226
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-5811|indole-3-acetate_inactivation_VII	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-1981|indole-3-acetate_inactivation_III	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	INDOLE_ACETATE_AUXIN|30854	0.857143	PWY-1741|indole-3-acetate_inactivation_IX	Component-226
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	CPD-10507|33070	0.840000	PWY-6066|IAA_biosynthesis_VII	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	CPD-10546|72782	0.785714	PWY-6303|methyl_indole-3-acetate_interconversion	Component-20
7_massbank_compounds_3-IndoleaceticacidPT202550-1	Indole-3-acetic_acid_derivatives	CPD-10546|72782	0.785714	PWY0A-6303|methyl_indole-3-acetate_interconversion	Component-20
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	MESO-DIAMINOPIMELATE|57791	0.814815	PWY-5097|L-lysine_biosynthesis_VI	Component-73
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	LL-DIAMINOPIMELATE|57609	0.814815	PWY-5097|L-lysine_biosynthesis_VI	Component-73
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	CPD0-1942|74359	0.740741	PWY-8043|ophthalmate_biosynthesis	Component-1
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	CPD0-1942|35619	0.740741	PWY-8043|ophthalmate_biosynthesis	Component-1
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	LYS|32551	0.724138	PWY-5468|lupanine_biosynthesis	Component-69
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	LYS|32551	0.724138	PWY-5097|L-lysine_biosynthesis_VI	Component-73
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	LYS|32551	0.724138	LYSINE-DEG2-PWY|lysine_degradation_II	Component-12
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	LYS|32551	0.724138	PWYQT-1|lysine_degradation_III	Component-12
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	LYS|32551	0.724138	PWY0-461|L-lysine_degradation_I	Component-175
14_massbank_compounds_GlutamateKNA00073-1	Alpha_amino_acids	LYS|32551	0.724138	PWY-7861|L-pipecolate_biosynthesis	Component-273
16_massbank_compounds_Cyanidin-3-sophoroside-5-glucosideSelf-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-16541|29560	0.868852	PWY-7679|anthocyanidin_acylglucoside_and_acylsambubioside_biosynthesis	Component-6
16_massbank_compounds_Cyanidin-3-sophoroside-5-glucosideSelf-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-16541|29560	0.868852	PWY-7450|anthocyanidin_modification_(<i>Arabidopsis</i>)	Component-6
16_massbank_compounds_Cyanidin-3-sophoroside-5-glucosideSelf-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-15000|71499	0.868852	PWY-7449|acylated_cyanidin_galactoside_biosynthesis	Component-6
16_massbank_compounds_Cyanidin-3-sophoroside-5-glucosideSelf-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7140|31966	0.836066	PWY-5268|salvianin_biosynthesis	Component-6
16_massbank_compounds_Cyanidin-3-sophoroside-5-glucosideSelf-1	Flavonoid_3-O-p-coumaroyl_glycosides	CPD-7142|32115	0.806452	PWY-5268|salvianin_biosynthesis	Component-6
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	ADENOSYL-HOMO-CYS|57856	0.852459	METHIONINE-DEG1-PWY|L-methionine_degradation_I_(to_L-homocysteine)	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	ADENOSYL-HOMO-CYS|57856	0.852459	PWY-5041|<i>S</i>-adenosyl-L-methionine_cycle_II	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	BSUBPOLYAMSYN-PWY|spermidine_biosynthesis_I	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	PWY-6730|methylhalides_biosynthesis_(plants)	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	PWY-5912|2'-deoxymugineic_acid_phytosiderophore_biosynthesis	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	METHIONINE-DEG1-PWY|L-methionine_degradation_I_(to_L-homocysteine)	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	PWY-5041|<i>S</i>-adenosyl-L-methionine_cycle_II	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	ARGSPECAT-PWY|spermine_biosynthesis	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	PWY-7270|L-methionine_salvage_cycle_II_(plants)	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	SAM-PWY|S-adenosyl-L-methionine_biosynthesis	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	PWY-5957|L-nicotianamine_biosynthesis	Component-5
3_massbank_compounds_SAMPR100378-1	5'-deoxy-5'-thionucleosides	S-ADENOSYLMETHIONINE|33442	0.790323	ETHYL-PWY|ethylene_biosynthesis_I_(plants)	Component-5
